table_schema,table_name,columns,constraints
public,wholesale_products,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""description"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""category"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""price"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""quantity"",""data_type"":""integer"",""is_nullable"":""NO"",""default"":null},{""column_name"":""delivery_time"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""commission_rate"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""image_urls"",""data_type"":""ARRAY"",""is_nullable"":""NO"",""default"":""'{}'::text[]""},{""column_name"":""is_active"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""true""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""created_by"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""commission_value"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""commission_amount"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null}]","[{""constraint_name"":""2200_61795_10_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_61795_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_61795_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_61795_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_61795_4_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_61795_5_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_61795_6_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_61795_7_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""wholesale_products_commission_rate_check"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""wholesale_products"",""foreign_column"":""commission_rate""},{""constraint_name"":""wholesale_products_commission_value_check"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""wholesale_products"",""foreign_column"":""commission_value""},{""constraint_name"":""wholesale_products_created_by_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""created_by""],""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""wholesale_products_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""wholesale_products"",""foreign_column"":""id""},{""constraint_name"":""wholesale_products_price_check"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""wholesale_products"",""foreign_column"":""price""},{""constraint_name"":""wholesale_products_quantity_check"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""wholesale_products"",""foreign_column"":""quantity""}]"
public,withdrawal_audit_log,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""uuid_generate_v4()""},{""column_name"":""withdrawal_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""amount"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""status_change"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""changed_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]","[{""constraint_name"":""2200_102747_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_102747_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_102747_4_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_102747_5_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""fk_withdrawal_audit_withdrawal"",""constraint_type"":""FOREIGN KEY"",""columns"":[""withdrawal_id""],""foreign_table"":""withdrawals"",""foreign_column"":""id""},{""constraint_name"":""withdrawal_audit_log_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""withdrawal_audit_log"",""foreign_column"":""id""}]"
public,withdrawal_requests,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""agent_savings_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""requested_amount"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""withdrawal_type"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""mobile_money_number"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mobile_money_network"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""reason"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'pending'::character varying""},{""column_name"":""admin_notes"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""processed_by"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""processed_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]","[{""constraint_name"":""2200_83414_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_83414_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_83414_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_83414_4_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_83414_5_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""withdrawal_requests_agent_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""agent_id""],""foreign_table"":""agents"",""foreign_column"":""id""},{""constraint_name"":""withdrawal_requests_agent_savings_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""agent_savings_id""],""foreign_table"":""agent_savings"",""foreign_column"":""id""},{""constraint_name"":""withdrawal_requests_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""withdrawal_requests"",""foreign_column"":""id""}]"
public,withdrawals,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""amount"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""status"",""data_type"":""text"",""is_nullable"":""YES"",""default"":""'requested'::text""},{""column_name"":""momo_number"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""requested_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""paid_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""commission_items"",""data_type"":""jsonb"",""is_nullable"":""YES"",""default"":null},{""column_name"":""processing_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""rejected_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""source_type"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'mixed'::character varying""},{""column_name"":""total_commission_amount"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""wallet_transaction_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""payout_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""commission_source_type"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""commission_source_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""is_locked"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""locked_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""locked_by"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""commission_sources"",""data_type"":""jsonb"",""is_nullable"":""YES"",""default"":""'[]'::jsonb""},{""column_name"":""admin_notes"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null}]","[{""constraint_name"":""2200_17329_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_17329_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_17329_5_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""check_momo_number_required"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""withdrawals"",""foreign_column"":""momo_number""},{""constraint_name"":""check_momo_number_required"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""withdrawals"",""foreign_column"":""status""},{""constraint_name"":""check_withdrawal_amount_positive"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""withdrawals"",""foreign_column"":""amount""},{""constraint_name"":""check_withdrawal_status_valid"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""withdrawals"",""foreign_column"":""status""},{""constraint_name"":""withdrawals_agent_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""agent_id""],""foreign_table"":""agents"",""foreign_column"":""id""},{""constraint_name"":""withdrawals_commission_source_type_check"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""withdrawals"",""foreign_column"":""commission_source_type""},{""constraint_name"":""withdrawals_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""withdrawals"",""foreign_column"":""id""},{""constraint_name"":""withdrawals_wallet_transaction_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""wallet_transaction_id""],""foreign_table"":""wallet_transactions"",""foreign_column"":""id""}]"
public,worker_requests,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""worker_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""client_name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""client_phone"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""client_email"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""client_location"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""service_type"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""message"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""budget_range"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""start_date"",""data_type"":""date"",""is_nullable"":""YES"",""default"":null},{""column_name"":""status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'pending'::character varying""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""}]","[{""constraint_name"":""2200_136301_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_136301_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_136301_4_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_136301_7_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""worker_requests_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""worker_requests"",""foreign_column"":""id""},{""constraint_name"":""worker_requests_status_check"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""worker_requests"",""foreign_column"":""status""},{""constraint_name"":""worker_requests_worker_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""worker_id""],""foreign_table"":""domestic_workers_candidates"",""foreign_column"":""id""}]"
public,youtube_video_comments,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""video_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""author_id"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""author_name"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""content"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""updated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""}]","[{""constraint_name"":""2200_189214_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_189214_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_189214_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_189214_5_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""youtube_video_comments_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""youtube_video_comments"",""foreign_column"":""id""},{""constraint_name"":""youtube_video_comments_video_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""video_id""],""foreign_table"":""youtube_videos"",""foreign_column"":""id""}]"
public,youtube_video_likes,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""video_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""user_id"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""}]","[{""constraint_name"":""2200_189200_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_189200_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_189200_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""youtube_video_likes_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""youtube_video_likes"",""foreign_column"":""id""},{""constraint_name"":""youtube_video_likes_video_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""video_id""],""foreign_table"":""youtube_videos"",""foreign_column"":""id""},{""constraint_name"":""youtube_video_likes_video_id_user_id_key"",""constraint_type"":""UNIQUE"",""columns"":[""video_id"",""user_id""],""foreign_table"":""youtube_video_likes"",""foreign_column"":""user_id""},{""constraint_name"":""youtube_video_likes_video_id_user_id_key"",""constraint_type"":""UNIQUE"",""columns"":[""video_id"",""user_id""],""foreign_table"":""youtube_video_likes"",""foreign_column"":""video_id""}]"
public,youtube_video_saves,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""video_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""user_id"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""}]","[{""constraint_name"":""2200_189229_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_189229_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_189229_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""youtube_video_saves_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""youtube_video_saves"",""foreign_column"":""id""},{""constraint_name"":""youtube_video_saves_video_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""video_id""],""foreign_table"":""youtube_videos"",""foreign_column"":""id""},{""constraint_name"":""youtube_video_saves_video_id_user_id_key"",""constraint_type"":""UNIQUE"",""columns"":[""video_id"",""user_id""],""foreign_table"":""youtube_video_saves"",""foreign_column"":""video_id""},{""constraint_name"":""youtube_video_saves_video_id_user_id_key"",""constraint_type"":""UNIQUE"",""columns"":[""video_id"",""user_id""],""foreign_table"":""youtube_video_saves"",""foreign_column"":""user_id""}]"
public,youtube_video_shares,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""video_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""shared_by"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""share_url"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""}]","[{""constraint_name"":""2200_189243_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_189243_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_189243_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_189243_4_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""youtube_video_shares_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""youtube_video_shares"",""foreign_column"":""id""},{""constraint_name"":""youtube_video_shares_video_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""video_id""],""foreign_table"":""youtube_videos"",""foreign_column"":""id""}]"
public,youtube_videos,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""author_id"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""author_name"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""title"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""description"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""youtube_url"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""youtube_video_id"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""thumbnail_url"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""duration"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""view_count"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""like_count"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""comment_count"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""save_count"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""is_archived"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""updated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""}]","[{""constraint_name"":""2200_189180_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_189180_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_189180_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_189180_5_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_189180_7_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_189180_8_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""youtube_videos_channel_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""channel_id""],""foreign_table"":""teaching_channels"",""foreign_column"":""id""},{""constraint_name"":""youtube_videos_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""youtube_videos"",""foreign_column"":""id""}]"
realtime,messages,"[{""column_name"":""topic"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""extension"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""payload"",""data_type"":""jsonb"",""is_nullable"":""YES"",""default"":null},{""column_name"":""event"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""private"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""updated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""NO"",""default"":""now()""},{""column_name"":""inserted_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""NO"",""default"":""now()""},{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""}]","[{""constraint_name"":""16603_17253_10_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""16603_17253_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""16603_17253_4_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""16603_17253_8_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""16603_17253_9_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""messages_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id"",""inserted_at""],""foreign_table"":""messages"",""foreign_column"":""inserted_at""},{""constraint_name"":""messages_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id"",""inserted_at""],""foreign_table"":""messages"",""foreign_column"":""id""},{""constraint_name"":""messages_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id"",""inserted_at""],""foreign_table"":""messages"",""foreign_column"":""id""}]"
realtime,messages_2025_11_14,"[{""column_name"":""topic"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""extension"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""payload"",""data_type"":""jsonb"",""is_nullable"":""YES"",""default"":null},{""column_name"":""event"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""private"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""updated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""NO"",""default"":""now()""},{""column_name"":""inserted_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""NO"",""default"":""now()""},{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""}]","[{""constraint_name"":""16603_196901_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""16603_196901_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""16603_196901_6_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""16603_196901_7_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""16603_196901_8_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""messages_2025_11_14_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id"",""inserted_at""],""foreign_table"":null,""foreign_column"":null}]"
realtime,messages_2025_11_15,"[{""column_name"":""topic"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""extension"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""payload"",""data_type"":""jsonb"",""is_nullable"":""YES"",""default"":null},{""column_name"":""event"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""private"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""updated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""NO"",""default"":""now()""},{""column_name"":""inserted_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""NO"",""default"":""now()""},{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""}]","[{""constraint_name"":""16603_198154_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""16603_198154_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""16603_198154_6_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""16603_198154_7_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""16603_198154_8_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""messages_2025_11_15_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id"",""inserted_at""],""foreign_table"":null,""foreign_column"":null}]"
