table_schema,table_name,columns
public,e_orders,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""agent_name"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""product_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""quantity"",""data_type"":""integer"",""is_nullable"":""NO"",""default"":null},{""column_name"":""total_cost"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""payment_reference"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""payment_number"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":""'0557943392'::character varying""},{""column_name"":""delivery_method"",""data_type"":""USER-DEFINED"",""is_nullable"":""NO"",""default"":null},{""column_name"":""delivery_contact"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""status"",""data_type"":""USER-DEFINED"",""is_nullable"":""NO"",""default"":""'pending'::order_status""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,e_products,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""title"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""description"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""image_url"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""price"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""quantity"",""data_type"":""integer"",""is_nullable"":""NO"",""default"":""0""},{""column_name"":""status"",""data_type"":""USER-DEFINED"",""is_nullable"":""NO"",""default"":""'published'::product_status""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,financial_analytics,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""uuid_generate_v4()""},{""column_name"":""date"",""data_type"":""date"",""is_nullable"":""NO"",""default"":null},{""column_name"":""data_bundle_revenue"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""wholesale_revenue"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""referral_revenue"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""registration_fees"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""commission_paid"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""withdrawal_fees"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""operational_costs"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""total_wallet_balance"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""wallet_topups"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""wallet_usage"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""gross_profit"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""net_profit"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""profit_margin"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,form_images,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""submission_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""image_type"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""image_url"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""uploaded_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""NO"",""default"":""now()""}]"
public,form_status,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""submission_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""status"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""updated_by"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""notes"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""NO"",""default"":""now()""}]"
public,form_submissions,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""form_id"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""form_data"",""data_type"":""jsonb"",""is_nullable"":""NO"",""default"":""'{}'::jsonb""},{""column_name"":""status"",""data_type"":""text"",""is_nullable"":""NO"",""default"":""'Pending'::text""},{""column_name"":""submitted_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""NO"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""NO"",""default"":""now()""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""NO"",""default"":""now()""}]"
public,forms,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""form_name"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""form_description"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""form_type"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""is_active"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""true""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,ges_approved_items,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""category"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""grade_level"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""price"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""description"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""image_url"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""is_available"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""true""},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,interest_calculations,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""agent_savings_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""calculation_date"",""data_type"":""date"",""is_nullable"":""NO"",""default"":null},{""column_name"":""principal_amount"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""interest_rate"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""interest_amount"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""days_calculated"",""data_type"":""integer"",""is_nullable"":""NO"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,invitation_audit_log,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""uuid_generate_v4()""},{""column_name"":""admin_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""referral_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""action"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""reason"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,jobs,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""industry"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""description"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""application_deadline"",""data_type"":""date"",""is_nullable"":""NO"",""default"":null},{""column_name"":""location"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""salary_type"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""salary_min"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""salary_max"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""salary_exact"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""salary_currency"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'GHS'::character varying""},{""column_name"":""employer_name"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""application_method"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""application_contact"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""is_active"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""true""},{""column_name"":""is_featured"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""created_by"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""company"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""title"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""job_type"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""requirements"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""salary_range"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""contact_email"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""contact_phone"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""application_url"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null}]"
public,lesson_notes,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""author_id"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""author_name"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""title"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""content"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""updated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""is_published"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""true""},{""column_name"":""is_deleted"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""deleted_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":null}]"
public,link_preview_cache,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""url"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""title"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""description"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""image"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""domain"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""fetch_error"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""cached_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""expires_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""NO"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,maintenance_mode,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""uuid_generate_v4()""},{""column_name"":""is_enabled"",""data_type"":""boolean"",""is_nullable"":""NO"",""default"":""false""},{""column_name"":""title"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'Site Under Maintenance'::character varying""},{""column_name"":""message"",""data_type"":""text"",""is_nullable"":""YES"",""default"":""'We are currently performing scheduled maintenance to improve your experience. All pending orders and transactions will be processed once maintenance is complete. Thank you for your patience.'::text""},{""column_name"":""estimated_completion"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""countdown_enabled"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""countdown_end_time"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_by"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_by"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null}]"
public,maintenance_mode_logs,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""uuid_generate_v4()""},{""column_name"":""action"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""admin_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""admin_email"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""previous_state"",""data_type"":""jsonb"",""is_nullable"":""YES"",""default"":null},{""column_name"":""new_state"",""data_type"":""jsonb"",""is_nullable"":""YES"",""default"":null},{""column_name"":""ip_address"",""data_type"":""inet"",""is_nullable"":""YES"",""default"":null},{""column_name"":""user_agent"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,media_uploads,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""uploader_id"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""file_name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""file_type"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""file_size"",""data_type"":""bigint"",""is_nullable"":""YES"",""default"":null},{""column_name"":""storage_path"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mime_type"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""duration_seconds"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,message_media,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""message_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""media_type"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""media_url"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""file_name"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""file_size"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""duration"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""width"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""height"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""thumbnail_url"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,messages,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""referral_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""sender_type"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""sender_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""message"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""is_read"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,migration_log,"[{""column_name"":""id"",""data_type"":""integer"",""is_nullable"":""NO"",""default"":""nextval('migration_log_id_seq'::regclass)""},{""column_name"":""script_name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""executed_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""description"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,mtnafa_registrations,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""full_name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""phone_number"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""ghana_card"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""location"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""occupation"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""notes"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'pending_admin_review'::character varying""},{""column_name"":""payment_required"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""true""},{""column_name"":""payment_instructions"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""admin_processed_by"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""admin_processed_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""updated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""payment_pin"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null}]"
public,notification_dismissals,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""user_id"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""project_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""dismissed_count"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""last_message_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""suppressed"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,page_view_statistics,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""page_name"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""daily_views"",""data_type"":""jsonb"",""is_nullable"":""YES"",""default"":""'[]'::jsonb""},{""column_name"":""weekly_views"",""data_type"":""jsonb"",""is_nullable"":""YES"",""default"":""'[]'::jsonb""},{""column_name"":""monthly_views"",""data_type"":""jsonb"",""is_nullable"":""YES"",""default"":""'[]'::jsonb""},{""column_name"":""total_views"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""first_viewed_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""last_viewed_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""last_reset_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,parent_orders,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""parent_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""order_type"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'ges_books'::character varying""},{""column_name"":""items"",""data_type"":""jsonb"",""is_nullable"":""NO"",""default"":null},{""column_name"":""total_amount"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'pending'::character varying""},{""column_name"":""order_date"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""delivery_address"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""notes"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,parents,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""full_name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""email"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""phone_number"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""child_school"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""child_grade"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""child_name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""region"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""is_verified"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""whatsapp_sent"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""registration_source"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'website'::character varying""}]"
public,post_comments,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""post_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""author_id"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""content"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""parent_comment_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""updated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""is_deleted"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""author_name"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""is_edited"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""edited_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":null}]"
public,post_likes,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""post_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""user_id"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""}]"
public,product_analytics,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""uuid_generate_v4()""},{""column_name"":""product_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""product_type"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""date"",""data_type"":""date"",""is_nullable"":""NO"",""default"":null},{""column_name"":""views_count"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""unique_viewers"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""orders_count"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""quantity_sold"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""revenue"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""conversion_rate"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""avg_order_quantity"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
